Iteration 1, Training loss 0.6931, Training accuracy 0.5534, Validation accuracy 0.7319
Iteration 31508, Training loss 0.0089, Training accuracy 0.9919, Validation accuracy 0.9707
Iteration 31509, Training loss 0.0074, Training accuracy 0.9935, Validation accuracy 0.9706
Iteration 31510, Training loss 0.0062, Training accuracy 0.9947, Validation accuracy 0.9705
Iteration 31511, Training loss 0.0359, Training accuracy 0.9680, Validation accuracy 0.9702
Iteration 31512, Training loss 0.0092, Training accuracy 0.9932, Validation accuracy 0.9700
Iteration 31513, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9697
Iteration 31514, Training loss 0.0095, Training accuracy 0.9920, Validation accuracy 0.9697
Iteration 31515, Training loss 0.0011, Training accuracy 0.9993, Validation accuracy 0.9696
Iteration 31516, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9696
Iteration 31517, Training loss 0.0203, Training accuracy 0.9810, Validation accuracy 0.9696
Iteration 31518, Training loss 0.0216, Training accuracy 0.9838, Validation accuracy 0.9697
Iteration 31519, Training loss 0.0106, Training accuracy 0.9922, Validation accuracy 0.9699
Iteration 31520, Training loss 0.0248, Training accuracy 0.9801, Validation accuracy 0.9703
Iteration 31521, Training loss 0.0188, Training accuracy 0.9823, Validation accuracy 0.9704
Iteration 31522, Training loss 0.0241, Training accuracy 0.9804, Validation accuracy 0.9708
Iteration 31523, Training loss 0.0244, Training accuracy 0.9791, Validation accuracy 0.9712
Iteration 31524, Training loss 0.0075, Training accuracy 0.9944, Validation accuracy 0.9714
Iteration 31525, Training loss 0.0095, Training accuracy 0.9923, Validation accuracy 0.9712
Iteration 31526, Training loss 0.0074, Training accuracy 0.9932, Validation accuracy 0.9708
Iteration 31527, Training loss 0.0049, Training accuracy 0.9957, Validation accuracy 0.9704
Iteration 31528, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9699
Iteration 31529, Training loss 0.0134, Training accuracy 0.9892, Validation accuracy 0.9694
Iteration 31530, Training loss 0.0131, Training accuracy 0.9886, Validation accuracy 0.9691
Iteration 31531, Training loss 0.0237, Training accuracy 0.9801, Validation accuracy 0.9692
Iteration 31532, Training loss 0.0137, Training accuracy 0.9894, Validation accuracy 0.9693
Iteration 31533, Training loss 0.0145, Training accuracy 0.9883, Validation accuracy 0.9696
Iteration 31534, Training loss 0.0153, Training accuracy 0.9855, Validation accuracy 0.9702
Iteration 31535, Training loss 0.0184, Training accuracy 0.9850, Validation accuracy 0.9705
Iteration 31536, Training loss 0.0095, Training accuracy 0.9919, Validation accuracy 0.9706
Iteration 31537, Training loss 0.0126, Training accuracy 0.9910, Validation accuracy 0.9703
Iteration 31538, Training loss 0.0104, Training accuracy 0.9908, Validation accuracy 0.9701
Iteration 31539, Training loss 0.0226, Training accuracy 0.9836, Validation accuracy 0.9701
Iteration 31540, Training loss 0.0132, Training accuracy 0.9885, Validation accuracy 0.9702
Iteration 31541, Training loss 0.0146, Training accuracy 0.9876, Validation accuracy 0.9701
Iteration 31542, Training loss 0.0032, Training accuracy 0.9975, Validation accuracy 0.9701
Iteration 31543, Training loss 0.0170, Training accuracy 0.9858, Validation accuracy 0.9702
Iteration 31544, Training loss 0.0234, Training accuracy 0.9782, Validation accuracy 0.9703
Iteration 31545, Training loss 0.0228, Training accuracy 0.9788, Validation accuracy 0.9705
Iteration 31546, Training loss 0.0124, Training accuracy 0.9896, Validation accuracy 0.9704
Iteration 31547, Training loss 0.0104, Training accuracy 0.9919, Validation accuracy 0.9703
Iteration 31548, Training loss 0.0173, Training accuracy 0.9870, Validation accuracy 0.9701
Iteration 31549, Training loss 0.0188, Training accuracy 0.9867, Validation accuracy 0.9701
Iteration 31550, Training loss 0.0203, Training accuracy 0.9839, Validation accuracy 0.9703
Iteration 31551, Training loss 0.0111, Training accuracy 0.9914, Validation accuracy 0.9704
Iteration 31552, Training loss 0.0297, Training accuracy 0.9750, Validation accuracy 0.9703
Iteration 31553, Training loss 0.0076, Training accuracy 0.9947, Validation accuracy 0.9701
Iteration 31554, Training loss 0.0226, Training accuracy 0.9820, Validation accuracy 0.9700
Iteration 31555, Training loss 0.0191, Training accuracy 0.9842, Validation accuracy 0.9698
Iteration 31556, Training loss 0.0063, Training accuracy 0.9954, Validation accuracy 0.9695
Iteration 31557, Training loss 0.0038, Training accuracy 0.9963, Validation accuracy 0.9692
Iteration 31558, Training loss 0.0150, Training accuracy 0.9861, Validation accuracy 0.9688
Iteration 31559, Training loss 0.0150, Training accuracy 0.9870, Validation accuracy 0.9686
Iteration 31560, Training loss 0.0221, Training accuracy 0.9829, Validation accuracy 0.9685
Iteration 31561, Training loss 0.0107, Training accuracy 0.9910, Validation accuracy 0.9685
Iteration 31562, Training loss 0.0061, Training accuracy 0.9944, Validation accuracy 0.9686
Iteration 31563, Training loss 0.0033, Training accuracy 0.9967, Validation accuracy 0.9687
Iteration 31564, Training loss 0.0152, Training accuracy 0.9877, Validation accuracy 0.9687
Iteration 31565, Training loss 0.0010, Training accuracy 0.9993, Validation accuracy 0.9688
Iteration 31566, Training loss 0.0161, Training accuracy 0.9873, Validation accuracy 0.9690
Iteration 31567, Training loss 0.0078, Training accuracy 0.9941, Validation accuracy 0.9691
Iteration 31568, Training loss 0.0270, Training accuracy 0.9777, Validation accuracy 0.9695
Iteration 31569, Training loss 0.0406, Training accuracy 0.9639, Validation accuracy 0.9699
Iteration 31570, Training loss 0.0065, Training accuracy 0.9944, Validation accuracy 0.9703
Iteration 31571, Training loss 0.0086, Training accuracy 0.9933, Validation accuracy 0.9704
Iteration 31572, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9704
Iteration 31573, Training loss 0.0103, Training accuracy 0.9917, Validation accuracy 0.9703
Iteration 31574, Training loss 0.0015, Training accuracy 0.9987, Validation accuracy 0.9700
Iteration 31575, Training loss 0.0222, Training accuracy 0.9812, Validation accuracy 0.9696
Iteration 31576, Training loss 0.0128, Training accuracy 0.9869, Validation accuracy 0.9695
Iteration 31577, Training loss 0.0143, Training accuracy 0.9872, Validation accuracy 0.9695
Iteration 31578, Training loss 0.0146, Training accuracy 0.9898, Validation accuracy 0.9695
Iteration 31579, Training loss 0.0196, Training accuracy 0.9857, Validation accuracy 0.9699
Iteration 31580, Training loss 0.0337, Training accuracy 0.9717, Validation accuracy 0.9704
Iteration 31581, Training loss 0.0238, Training accuracy 0.9798, Validation accuracy 0.9708
Iteration 31582, Training loss 0.0014, Training accuracy 0.9994, Validation accuracy 0.9707
Iteration 31583, Training loss 0.0069, Training accuracy 0.9936, Validation accuracy 0.9705
Iteration 31584, Training loss 0.0252, Training accuracy 0.9774, Validation accuracy 0.9701
Iteration 31585, Training loss 0.0161, Training accuracy 0.9844, Validation accuracy 0.9699
Iteration 31586, Training loss 0.0174, Training accuracy 0.9858, Validation accuracy 0.9697
Iteration 31587, Training loss 0.0193, Training accuracy 0.9839, Validation accuracy 0.9698
Iteration 31588, Training loss 0.0009, Training accuracy 0.9994, Validation accuracy 0.9700
Iteration 31589, Training loss 0.0120, Training accuracy 0.9889, Validation accuracy 0.9699
Iteration 31590, Training loss 0.0042, Training accuracy 0.9970, Validation accuracy 0.9698
Iteration 31591, Training loss 0.0218, Training accuracy 0.9814, Validation accuracy 0.9694
Iteration 31592, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9693
Iteration 31593, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9689
Iteration 31594, Training loss 0.0133, Training accuracy 0.9879, Validation accuracy 0.9685
Iteration 31595, Training loss 0.0219, Training accuracy 0.9817, Validation accuracy 0.9682
Iteration 31596, Training loss 0.0117, Training accuracy 0.9896, Validation accuracy 0.9681
Iteration 31597, Training loss 0.0077, Training accuracy 0.9935, Validation accuracy 0.9680
Iteration 31598, Training loss 0.0086, Training accuracy 0.9936, Validation accuracy 0.9677
Iteration 31599, Training loss 0.0222, Training accuracy 0.9814, Validation accuracy 0.9678
Iteration 31600, Training loss 0.0071, Training accuracy 0.9944, Validation accuracy 0.9680
Iteration 31601, Training loss 0.0272, Training accuracy 0.9758, Validation accuracy 0.9684
Iteration 31602, Training loss 0.0232, Training accuracy 0.9826, Validation accuracy 0.9687
Iteration 31603, Training loss 0.0101, Training accuracy 0.9923, Validation accuracy 0.9691
Iteration 31604, Training loss 0.0110, Training accuracy 0.9905, Validation accuracy 0.9691
Iteration 31605, Training loss 0.0159, Training accuracy 0.9880, Validation accuracy 0.9690
Iteration 31606, Training loss 0.0162, Training accuracy 0.9867, Validation accuracy 0.9691
Iteration 31607, Training loss 0.0077, Training accuracy 0.9932, Validation accuracy 0.9690
Iteration 31608, Training loss 0.0146, Training accuracy 0.9879, Validation accuracy 0.9689
Iteration 31609, Training loss 0.0265, Training accuracy 0.9777, Validation accuracy 0.9689
Iteration 31610, Training loss 0.0152, Training accuracy 0.9892, Validation accuracy 0.9689
Iteration 31611, Training loss 0.0054, Training accuracy 0.9951, Validation accuracy 0.9690
Iteration 31612, Training loss 0.0330, Training accuracy 0.9781, Validation accuracy 0.9691
Iteration 31613, Training loss 0.0039, Training accuracy 0.9967, Validation accuracy 0.9689
Iteration 31614, Training loss 0.0240, Training accuracy 0.9800, Validation accuracy 0.9687
Iteration 31615, Training loss 0.0151, Training accuracy 0.9866, Validation accuracy 0.9688
Iteration 31616, Training loss 0.0203, Training accuracy 0.9828, Validation accuracy 0.9690
Iteration 31617, Training loss 0.0217, Training accuracy 0.9813, Validation accuracy 0.9695
Iteration 31618, Training loss 0.0081, Training accuracy 0.9923, Validation accuracy 0.9698
Iteration 31619, Training loss 0.0055, Training accuracy 0.9947, Validation accuracy 0.9700
Iteration 31620, Training loss 0.0408, Training accuracy 0.9716, Validation accuracy 0.9699
Iteration 31621, Training loss 0.0065, Training accuracy 0.9947, Validation accuracy 0.9697
Iteration 31622, Training loss 0.0100, Training accuracy 0.9941, Validation accuracy 0.9696
Iteration 31623, Training loss 0.0286, Training accuracy 0.9756, Validation accuracy 0.9694
Iteration 31624, Training loss 0.0036, Training accuracy 0.9973, Validation accuracy 0.9694
Iteration 31625, Training loss 0.0181, Training accuracy 0.9864, Validation accuracy 0.9695
Iteration 31626, Training loss 0.0011, Training accuracy 0.9990, Validation accuracy 0.9697
Iteration 31627, Training loss 0.0144, Training accuracy 0.9874, Validation accuracy 0.9700
Iteration 31628, Training loss 0.0085, Training accuracy 0.9924, Validation accuracy 0.9704
Iteration 31629, Training loss 0.0185, Training accuracy 0.9841, Validation accuracy 0.9706
Iteration 31630, Training loss 0.0108, Training accuracy 0.9913, Validation accuracy 0.9708
Iteration 31631, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9709
Iteration 31632, Training loss 0.0260, Training accuracy 0.9782, Validation accuracy 0.9710
Iteration 31633, Training loss 0.0091, Training accuracy 0.9922, Validation accuracy 0.9710
Iteration 31634, Training loss 0.0041, Training accuracy 0.9957, Validation accuracy 0.9707
Iteration 31635, Training loss 0.0144, Training accuracy 0.9872, Validation accuracy 0.9705
Iteration 31636, Training loss 0.0010, Training accuracy 0.9988, Validation accuracy 0.9702
Iteration 31637, Training loss 0.0100, Training accuracy 0.9908, Validation accuracy 0.9699
Iteration 31638, Training loss 0.0038, Training accuracy 0.9969, Validation accuracy 0.9695
Iteration 31639, Training loss 0.0392, Training accuracy 0.9678, Validation accuracy 0.9694
Iteration 31640, Training loss 0.0293, Training accuracy 0.9748, Validation accuracy 0.9695
Iteration 31641, Training loss 0.0081, Training accuracy 0.9945, Validation accuracy 0.9696
Iteration 31642, Training loss 0.0069, Training accuracy 0.9933, Validation accuracy 0.9697
Iteration 31643, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9696
Iteration 31644, Training loss 0.0171, Training accuracy 0.9842, Validation accuracy 0.9699
Iteration 31645, Training loss 0.0133, Training accuracy 0.9898, Validation accuracy 0.9700
Iteration 31646, Training loss 0.0002, Training accuracy 1.0000, Validation accuracy 0.9700
Iteration 31647, Training loss 0.0373, Training accuracy 0.9681, Validation accuracy 0.9702
Iteration 31648, Training loss 0.0127, Training accuracy 0.9876, Validation accuracy 0.9703
Iteration 31649, Training loss 0.0159, Training accuracy 0.9852, Validation accuracy 0.9704
Iteration 31650, Training loss 0.0193, Training accuracy 0.9822, Validation accuracy 0.9703
Iteration 31651, Training loss 0.0223, Training accuracy 0.9790, Validation accuracy 0.9703
Iteration 31652, Training loss 0.0149, Training accuracy 0.9899, Validation accuracy 0.9705
Iteration 31653, Training loss 0.0073, Training accuracy 0.9950, Validation accuracy 0.9704
Iteration 31654, Training loss 0.0146, Training accuracy 0.9874, Validation accuracy 0.9703
Iteration 31655, Training loss 0.0011, Training accuracy 0.9993, Validation accuracy 0.9701
Iteration 31656, Training loss 0.0370, Training accuracy 0.9681, Validation accuracy 0.9702
Iteration 31657, Training loss 0.0123, Training accuracy 0.9882, Validation accuracy 0.9703
Iteration 31658, Training loss 0.0213, Training accuracy 0.9844, Validation accuracy 0.9705
Iteration 31659, Training loss 0.0091, Training accuracy 0.9936, Validation accuracy 0.9706
Iteration 31660, Training loss 0.0169, Training accuracy 0.9863, Validation accuracy 0.9708
Iteration 31661, Training loss 0.0200, Training accuracy 0.9839, Validation accuracy 0.9706
Iteration 31662, Training loss 0.0459, Training accuracy 0.9599, Validation accuracy 0.9707
Iteration 31663, Training loss 0.0308, Training accuracy 0.9736, Validation accuracy 0.9708
Iteration 31664, Training loss 0.0076, Training accuracy 0.9944, Validation accuracy 0.9708
Iteration 31665, Training loss 0.0189, Training accuracy 0.9851, Validation accuracy 0.9706
Iteration 31666, Training loss 0.0187, Training accuracy 0.9854, Validation accuracy 0.9707
Iteration 31667, Training loss 0.0236, Training accuracy 0.9790, Validation accuracy 0.9707
Iteration 31668, Training loss 0.0140, Training accuracy 0.9873, Validation accuracy 0.9707
Iteration 31669, Training loss 0.0203, Training accuracy 0.9819, Validation accuracy 0.9707
Iteration 31670, Training loss 0.0068, Training accuracy 0.9942, Validation accuracy 0.9707
Iteration 31671, Training loss 0.0155, Training accuracy 0.9857, Validation accuracy 0.9707
Iteration 31672, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9708
Iteration 31673, Training loss 0.0134, Training accuracy 0.9888, Validation accuracy 0.9709
Iteration 31674, Training loss 0.0087, Training accuracy 0.9930, Validation accuracy 0.9708
Iteration 31675, Training loss 0.0245, Training accuracy 0.9787, Validation accuracy 0.9708
Iteration 31676, Training loss 0.0145, Training accuracy 0.9870, Validation accuracy 0.9710
Iteration 31677, Training loss 0.0108, Training accuracy 0.9901, Validation accuracy 0.9710
Iteration 31678, Training loss 0.0161, Training accuracy 0.9861, Validation accuracy 0.9707
Iteration 31679, Training loss 0.0145, Training accuracy 0.9876, Validation accuracy 0.9706
Iteration 31680, Training loss 0.0133, Training accuracy 0.9905, Validation accuracy 0.9703
Iteration 31681, Training loss 0.0127, Training accuracy 0.9894, Validation accuracy 0.9701
Iteration 31682, Training loss 0.0146, Training accuracy 0.9873, Validation accuracy 0.9699
Iteration 31683, Training loss 0.0122, Training accuracy 0.9894, Validation accuracy 0.9697
Iteration 31684, Training loss 0.0169, Training accuracy 0.9850, Validation accuracy 0.9698
Iteration 31685, Training loss 0.0145, Training accuracy 0.9866, Validation accuracy 0.9697
Iteration 31686, Training loss 0.0286, Training accuracy 0.9758, Validation accuracy 0.9697
Iteration 31687, Training loss 0.0310, Training accuracy 0.9723, Validation accuracy 0.9699
Iteration 31688, Training loss 0.0134, Training accuracy 0.9888, Validation accuracy 0.9702
Iteration 31689, Training loss 0.0165, Training accuracy 0.9866, Validation accuracy 0.9701
Iteration 31690, Training loss 0.0086, Training accuracy 0.9919, Validation accuracy 0.9700
Iteration 31691, Training loss 0.0031, Training accuracy 0.9975, Validation accuracy 0.9701
Iteration 31692, Training loss 0.0204, Training accuracy 0.9842, Validation accuracy 0.9703
Iteration 31693, Training loss 0.0028, Training accuracy 0.9972, Validation accuracy 0.9707
Iteration 31694, Training loss 0.0288, Training accuracy 0.9753, Validation accuracy 0.9711
Iteration 31695, Training loss 0.0180, Training accuracy 0.9836, Validation accuracy 0.9710
Iteration 31696, Training loss 0.0163, Training accuracy 0.9860, Validation accuracy 0.9708
Iteration 31697, Training loss 0.0107, Training accuracy 0.9910, Validation accuracy 0.9704
Iteration 31698, Training loss 0.0120, Training accuracy 0.9901, Validation accuracy 0.9699
Iteration 31699, Training loss 0.0113, Training accuracy 0.9895, Validation accuracy 0.9695
Iteration 31700, Training loss 0.0366, Training accuracy 0.9688, Validation accuracy 0.9696
Iteration 31701, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9696
Iteration 31702, Training loss 0.0198, Training accuracy 0.9829, Validation accuracy 0.9700
Iteration 31703, Training loss 0.0092, Training accuracy 0.9920, Validation accuracy 0.9701
Iteration 31704, Training loss 0.0124, Training accuracy 0.9904, Validation accuracy 0.9704
Iteration 31705, Training loss 0.0044, Training accuracy 0.9961, Validation accuracy 0.9707
Iteration 31706, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9708
Iteration 31707, Training loss 0.0169, Training accuracy 0.9885, Validation accuracy 0.9708
Iteration 31708, Training loss 0.0183, Training accuracy 0.9855, Validation accuracy 0.9708
Iteration 31709, Training loss 0.0229, Training accuracy 0.9809, Validation accuracy 0.9708
Iteration 31710, Training loss 0.0195, Training accuracy 0.9825, Validation accuracy 0.9708
Iteration 31711, Training loss 0.0111, Training accuracy 0.9905, Validation accuracy 0.9708
Iteration 31712, Training loss 0.0177, Training accuracy 0.9855, Validation accuracy 0.9707
Iteration 31713, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9707
Iteration 31714, Training loss 0.0058, Training accuracy 0.9942, Validation accuracy 0.9704
Iteration 31715, Training loss 0.0159, Training accuracy 0.9867, Validation accuracy 0.9702
Iteration 31716, Training loss 0.0269, Training accuracy 0.9764, Validation accuracy 0.9698
Iteration 31717, Training loss 0.0309, Training accuracy 0.9748, Validation accuracy 0.9696
Iteration 31718, Training loss 0.0198, Training accuracy 0.9836, Validation accuracy 0.9697
Iteration 31719, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9697
Iteration 31720, Training loss 0.0248, Training accuracy 0.9793, Validation accuracy 0.9699
Iteration 31721, Training loss 0.0001, Training accuracy 1.0000, Validation accuracy 0.9699
Iteration 31722, Training loss 0.0089, Training accuracy 0.9926, Validation accuracy 0.9699
Iteration 31723, Training loss 0.0228, Training accuracy 0.9801, Validation accuracy 0.9703
Iteration 31724, Training loss 0.0130, Training accuracy 0.9869, Validation accuracy 0.9707
Iteration 31725, Training loss 0.0213, Training accuracy 0.9828, Validation accuracy 0.9711
Iteration 31726, Training loss 0.0172, Training accuracy 0.9873, Validation accuracy 0.9711
Iteration 31727, Training loss 0.0057, Training accuracy 0.9953, Validation accuracy 0.9712
Iteration 31728, Training loss 0.0194, Training accuracy 0.9841, Validation accuracy 0.9712
Iteration 31729, Training loss 0.0047, Training accuracy 0.9964, Validation accuracy 0.9713
Iteration 31730, Training loss 0.0124, Training accuracy 0.9901, Validation accuracy 0.9715
Iteration 31731, Training loss 0.0210, Training accuracy 0.9829, Validation accuracy 0.9716
Iteration 31732, Training loss 0.0185, Training accuracy 0.9847, Validation accuracy 0.9715
Iteration 31733, Training loss 0.0226, Training accuracy 0.9825, Validation accuracy 0.9714
Iteration 31734, Training loss 0.0121, Training accuracy 0.9896, Validation accuracy 0.9714
Iteration 31735, Training loss 0.0153, Training accuracy 0.9855, Validation accuracy 0.9714
Iteration 31736, Training loss 0.0238, Training accuracy 0.9806, Validation accuracy 0.9712
Iteration 31737, Training loss 0.0114, Training accuracy 0.9907, Validation accuracy 0.9711
Iteration 31738, Training loss 0.0233, Training accuracy 0.9774, Validation accuracy 0.9710
Iteration 31739, Training loss 0.0168, Training accuracy 0.9860, Validation accuracy 0.9709
Iteration 31740, Training loss 0.0134, Training accuracy 0.9892, Validation accuracy 0.9710
Iteration 31741, Training loss 0.0175, Training accuracy 0.9860, Validation accuracy 0.9711
Iteration 31742, Training loss 0.0167, Training accuracy 0.9869, Validation accuracy 0.9712
Iteration 31743, Training loss 0.0245, Training accuracy 0.9778, Validation accuracy 0.9713
Iteration 31744, Training loss 0.0097, Training accuracy 0.9919, Validation accuracy 0.9714
Iteration 31745, Training loss 0.0020, Training accuracy 0.9990, Validation accuracy 0.9715
Iteration 31746, Training loss 0.0057, Training accuracy 0.9950, Validation accuracy 0.9716
Iteration 31747, Training loss 0.0018, Training accuracy 0.9987, Validation accuracy 0.9715
Iteration 31748, Training loss 0.0011, Training accuracy 0.9988, Validation accuracy 0.9714
Iteration 31749, Training loss 0.0268, Training accuracy 0.9764, Validation accuracy 0.9714
Iteration 31750, Training loss 0.0092, Training accuracy 0.9922, Validation accuracy 0.9714
Iteration 31751, Training loss 0.0041, Training accuracy 0.9964, Validation accuracy 0.9715
Iteration 31752, Training loss 0.0338, Training accuracy 0.9711, Validation accuracy 0.9715
Iteration 31753, Training loss 0.0094, Training accuracy 0.9917, Validation accuracy 0.9712
Iteration 31754, Training loss 0.0020, Training accuracy 0.9985, Validation accuracy 0.9711
Iteration 31755, Training loss 0.0235, Training accuracy 0.9791, Validation accuracy 0.9710
Iteration 31756, Training loss 0.0157, Training accuracy 0.9876, Validation accuracy 0.9711
Iteration 31757, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9712
Iteration 31758, Training loss 0.0163, Training accuracy 0.9867, Validation accuracy 0.9714
Iteration 31759, Training loss 0.0238, Training accuracy 0.9803, Validation accuracy 0.9716
Iteration 31760, Training loss 0.0021, Training accuracy 0.9981, Validation accuracy 0.9718
Iteration 31761, Training loss 0.0034, Training accuracy 0.9964, Validation accuracy 0.9719
Iteration 31762, Training loss 0.0167, Training accuracy 0.9860, Validation accuracy 0.9721
Iteration 31763, Training loss 0.0237, Training accuracy 0.9804, Validation accuracy 0.9719
Iteration 31764, Training loss 0.0269, Training accuracy 0.9762, Validation accuracy 0.9719
Iteration 31765, Training loss 0.0166, Training accuracy 0.9858, Validation accuracy 0.9718
Iteration 31766, Training loss 0.0058, Training accuracy 0.9967, Validation accuracy 0.9718
Iteration 31767, Training loss 0.0064, Training accuracy 0.9938, Validation accuracy 0.9718
Iteration 31768, Training loss 0.0121, Training accuracy 0.9888, Validation accuracy 0.9718
Iteration 31769, Training loss 0.0139, Training accuracy 0.9877, Validation accuracy 0.9719
Iteration 31770, Training loss 0.0075, Training accuracy 0.9938, Validation accuracy 0.9720
Iteration 31771, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9722
Iteration 31772, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9722
Iteration 31773, Training loss 0.0237, Training accuracy 0.9794, Validation accuracy 0.9725
Iteration 31774, Training loss 0.0088, Training accuracy 0.9929, Validation accuracy 0.9727
Iteration 31775, Training loss 0.0048, Training accuracy 0.9963, Validation accuracy 0.9728
Iteration 31776, Training loss 0.0096, Training accuracy 0.9936, Validation accuracy 0.9729
Iteration 31777, Training loss 0.0127, Training accuracy 0.9876, Validation accuracy 0.9729
Iteration 31778, Training loss 0.0104, Training accuracy 0.9905, Validation accuracy 0.9727
Iteration 31779, Training loss 0.0195, Training accuracy 0.9835, Validation accuracy 0.9725
Iteration 31780, Training loss 0.0101, Training accuracy 0.9919, Validation accuracy 0.9724
Iteration 31781, Training loss 0.0184, Training accuracy 0.9852, Validation accuracy 0.9722
Iteration 31782, Training loss 0.0141, Training accuracy 0.9869, Validation accuracy 0.9721
Iteration 31783, Training loss 0.0066, Training accuracy 0.9953, Validation accuracy 0.9719
Iteration 31784, Training loss 0.0030, Training accuracy 0.9978, Validation accuracy 0.9717
Iteration 31785, Training loss 0.0127, Training accuracy 0.9895, Validation accuracy 0.9714
Iteration 31786, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9711
Iteration 31787, Training loss 0.0202, Training accuracy 0.9851, Validation accuracy 0.9711
Iteration 31788, Training loss 0.0258, Training accuracy 0.9781, Validation accuracy 0.9714
Iteration 31789, Training loss 0.0109, Training accuracy 0.9904, Validation accuracy 0.9716
Iteration 31790, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9718
Iteration 31791, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9720
Iteration 31792, Training loss 0.0311, Training accuracy 0.9743, Validation accuracy 0.9720
Iteration 31793, Training loss 0.0234, Training accuracy 0.9804, Validation accuracy 0.9720
Iteration 31794, Training loss 0.0230, Training accuracy 0.9807, Validation accuracy 0.9721
Iteration 31795, Training loss 0.0133, Training accuracy 0.9895, Validation accuracy 0.9718
Iteration 31796, Training loss 0.0247, Training accuracy 0.9782, Validation accuracy 0.9716
Iteration 31797, Training loss 0.0119, Training accuracy 0.9889, Validation accuracy 0.9717
Iteration 31798, Training loss 0.0005, Training accuracy 1.0000, Validation accuracy 0.9715
Iteration 31799, Training loss 0.0202, Training accuracy 0.9836, Validation accuracy 0.9713
Iteration 31800, Training loss 0.0221, Training accuracy 0.9791, Validation accuracy 0.9714
Iteration 31801, Training loss 0.0203, Training accuracy 0.9844, Validation accuracy 0.9714
Iteration 31802, Training loss 0.0226, Training accuracy 0.9793, Validation accuracy 0.9714
Iteration 31803, Training loss 0.0187, Training accuracy 0.9826, Validation accuracy 0.9717
Iteration 31804, Training loss 0.0169, Training accuracy 0.9860, Validation accuracy 0.9717
Iteration 31805, Training loss 0.0055, Training accuracy 0.9954, Validation accuracy 0.9716
Iteration 31806, Training loss 0.0032, Training accuracy 0.9975, Validation accuracy 0.9714
Iteration 31807, Training loss 0.0322, Training accuracy 0.9727, Validation accuracy 0.9714
Iteration 31808, Training loss 0.0121, Training accuracy 0.9913, Validation accuracy 0.9711
Iteration 31809, Training loss 0.0046, Training accuracy 0.9958, Validation accuracy 0.9711
Iteration 31810, Training loss 0.0088, Training accuracy 0.9920, Validation accuracy 0.9709
Iteration 31811, Training loss 0.0273, Training accuracy 0.9761, Validation accuracy 0.9713
Iteration 31812, Training loss 0.0016, Training accuracy 0.9990, Validation accuracy 0.9716
Iteration 31813, Training loss 0.0205, Training accuracy 0.9817, Validation accuracy 0.9719
Iteration 31814, Training loss 0.0107, Training accuracy 0.9907, Validation accuracy 0.9721
Iteration 31815, Training loss 0.0024, Training accuracy 0.9990, Validation accuracy 0.9720
Iteration 31816, Training loss 0.0141, Training accuracy 0.9880, Validation accuracy 0.9721
Iteration 31817, Training loss 0.0101, Training accuracy 0.9908, Validation accuracy 0.9719
Iteration 31818, Training loss 0.0100, Training accuracy 0.9907, Validation accuracy 0.9716
Iteration 31819, Training loss 0.0088, Training accuracy 0.9924, Validation accuracy 0.9714
Iteration 31820, Training loss 0.0089, Training accuracy 0.9914, Validation accuracy 0.9712
Iteration 31821, Training loss 0.0000, Training accuracy 1.0000, Validation accuracy 0.9710
Iteration 31822, Training loss 0.0179, Training accuracy 0.9848, Validation accuracy 0.9710
Iteration 31823, Training loss 0.0250, Training accuracy 0.9810, Validation accuracy 0.9713
Iteration 31824, Training loss 0.0167, Training accuracy 0.9842, Validation accuracy 0.9714
Iteration 31825, Training loss 0.0006, Training accuracy 0.9999, Validation accuracy 0.9716
Iteration 31826, Training loss 0.0255, Training accuracy 0.9793, Validation accuracy 0.9716
Iteration 31827, Training loss 0.0048, Training accuracy 0.9966, Validation accuracy 0.9716
Iteration 31828, Training loss 0.0099, Training accuracy 0.9901, Validation accuracy 0.9718
Iteration 31829, Training loss 0.0108, Training accuracy 0.9910, Validation accuracy 0.9717
Iteration 31830, Training loss 0.0028, Training accuracy 0.9975, Validation accuracy 0.9716
Iteration 31831, Training loss 0.0130, Training accuracy 0.9889, Validation accuracy 0.9716
